REPKEY,RANKDATE,RANKDATEVALUE,RANKDAYVALUE,ORIGINALREP,ENROLLMENTS,NETENROLLMENTS,TOTALDEBT,NETDEBT,EARLYCANCELLATION,CANCELLEDDEBT,ENROLLDATE
20260213_SOFIA CRUZ,FEB-2026,202602,20260213,Sofia Cruz,2,2,23717,23717,0,0,"Friday, February 13, 2026"
20260213_ALEXANDER DAGEN,FEB-2026,202602,20260213,Alexander Dagen,3,3,146737,146737,0,0,"Friday, February 13, 2026"
20260213_VICTOR CHEN,FEB-2026,202602,20260213,Victor Chen,4,3,227621,166158,1,61463,"Friday, February 13, 2026"
20260216_EVAN BAKER,FEB-2026,202602,20260216,Evan Baker,3,2,102434,45388,1,57046,"Monday, February 16, 2026"
20260216_JAY HARRIS,FEB-2026,202602,20260216,Jay Harris,1,1,19340,19340,0,0,"Monday, February 16, 2026"
20260216_JENNA MARKS,FEB-2026,202602,20260216,Jenna Marks,2,2,44110,44110,0,0,"Monday, February 16, 2026"
20260216_NADDIA BAZAR,FEB-2026,202602,20260216,Naddia Bazar,2,2,82137,82137,0,0,"Monday, February 16, 2026"
20260216_TARA SINGH,FEB-2026,202602,20260216,Tara Singh,4,3,187950,129450,1,58500,"Monday, February 16, 2026"
20260216_LISA WONG,FEB-2026,202602,20260216,Lisa Wong,4,3,134037,106857,1,27180,"Monday, February 16, 2026"
20260216_MARCUS LEE,FEB-2026,202602,20260216,Marcus Lee,2,2,68783,68783,0,0,"Monday, February 16, 2026"
20260216_SOFIA CRUZ,FEB-2026,202602,20260216,Sofia Cruz,1,1,58868,58868,0,0,"Monday, February 16, 2026"
20260216_ALEXANDER DAGEN,FEB-2026,202602,20260216,Alexander Dagen,4,4,173408,173408,0,0,"Monday, February 16, 2026"
20260216_VICTOR CHEN,FEB-2026,202602,20260216,Victor Chen,1,1,64509,64509,0,0,"Monday, February 16, 2026"
20260217_EVAN BAKER,FEB-2026,202602,20260217,Evan Baker,2,2,93112,93112,0,0,"Tuesday, February 17, 2026"
20260217_JAY HARRIS,FEB-2026,202602,20260217,Jay Harris,3,3,107012,107012,0,0,"Tuesday, February 17, 2026"
20260217_JENNA MARKS,FEB-2026,202602,20260217,Jenna Marks,2,2,28822,28822,0,0,"Tuesday, February 17, 2026"
20260217_NADDIA BAZAR,FEB-2026,202602,20260217,Naddia Bazar,3,3,134520,134520,0,0,"Tuesday, February 17, 2026"
20260217_TARA SINGH,FEB-2026,202602,20260217,Tara Singh,3,3,128811,128811,0,0,"Tuesday, February 17, 2026"
20260217_LISA WONG,FEB-2026,202602,20260217,Lisa Wong,0,0,0,0,0,0,"Tuesday, February 17, 2026"
20260217_MARCUS LEE,FEB-2026,202602,20260217,Marcus Lee,0,0,0,0,0,0,"Tuesday, February 17, 2026"
20260217_SOFIA CRUZ,FEB-2026,202602,20260217,Sofia Cruz,3,3,87671,87671,0,0,"Tuesday, February 17, 2026"
20260217_ALEXANDER DAGEN,FEB-2026,202602,20260217,Alexander Dagen,1,1,23447,23447,0,0,"Tuesday, February 17, 2026"
20260217_VICTOR CHEN,FEB-2026,202602,20260217,Victor Chen,3,2,162272,114021,1,48251,"Tuesday, February 17, 2026"
20260218_EVAN BAKER,FEB-2026,202602,20260218,Evan Baker,4,4,104011,104011,0,0,"Wednesday, February 18, 2026"
20260218_JAY HARRIS,FEB-2026,202602,20260218,Jay Harris,0,0,0,0,0,0,"Wednesday, February 18, 2026"
20260218_JENNA MARKS,FEB-2026,202602,20260218,Jenna Marks,4,3,178304,120214,1,58090,"Wednesday, February 18, 2026"
20260218_NADDIA BAZAR,FEB-2026,202602,20260218,Naddia Bazar,3,3,119745,119745,0,0,"Wednesday, February 18, 2026"
20260218_TARA SINGH,FEB-2026,202602,20260218,Tara Singh,4,4,130181,130181,0,0,"Wednesday, February 18, 2026"
20260218_LISA WONG,FEB-2026,202602,20260218,Lisa Wong,3,3,96028,96028,0,0,"Wednesday, February 18, 2026"
20260218_MARCUS LEE,FEB-2026,202602,20260218,Marcus Lee,2,2,64622,64622,0,0,"Wednesday, February 18, 2026"
20260218_SOFIA CRUZ,FEB-2026,202602,20260218,Sofia Cruz,5,3,227574,135284,2,92290,"Wednesday, February 18, 2026"
20260218_ALEXANDER DAGEN,FEB-2026,202602,20260218,Alexander Dagen,4,4,162230,162230,0,0,"Wednesday, February 18, 2026"
20260218_VICTOR CHEN,FEB-2026,202602,20260218,Victor Chen,1,1,52687,52687,0,0,"Wednesday, February 18, 2026"
20260219_EVAN BAKER,FEB-2026,202602,20260219,Evan Baker,2,2,69498,69498,0,0,"Thursday, February 19, 2026"
20260219_JAY HARRIS,FEB-2026,202602,20260219,Jay Harris,4,4,120918,120918,0,0,"Thursday, February 19, 2026"
20260219_JENNA MARKS,FEB-2026,202602,20260219,Jenna Marks,1,1,19173,19173,0,0,"Thursday, February 19, 2026"
20260219_NADDIA BAZAR,FEB-2026,202602,20260219,Naddia Bazar,4,4,88314,88314,0,0,"Thursday, February 19, 2026"
20260219_TARA SINGH,FEB-2026,202602,20260219,Tara Singh,3,3,77239,77239,0,0,"Thursday, February 19, 2026"
20260219_LISA WONG,FEB-2026,202602,20260219,Lisa Wong,3,3,98266,98266,0,0,"Thursday, February 19, 2026"
20260219_MARCUS LEE,FEB-2026,202602,20260219,Marcus Lee,1,1,53949,53949,0,0,"Thursday, February 19, 2026"
20260219_SOFIA CRUZ,FEB-2026,202602,20260219,Sofia Cruz,7,7,277721,277721,0,0,"Thursday, February 19, 2026"
20260219_ALEXANDER DAGEN,FEB-2026,202602,20260219,Alexander Dagen,2,2,34760,34760,0,0,"Thursday, February 19, 2026"
20260219_VICTOR CHEN,FEB-2026,202602,20260219,Victor Chen,3,3,79883,79883,0,0,"Thursday, February 19, 2026"
20260220_EVAN BAKER,FEB-2026,202602,20260220,Evan Baker,0,0,0,0,0,0,"Friday, February 20, 2026"
20260220_JAY HARRIS,FEB-2026,202602,20260220,Jay Harris,1,1,10857,10857,0,0,"Friday, February 20, 2026"
20260220_JENNA MARKS,FEB-2026,202602,20260220,Jenna Marks,0,0,0,0,0,0,"Friday, February 20, 2026"
20260220_NADDIA BAZAR,FEB-2026,202602,20260220,Naddia Bazar,3,3,79855,79855,0,0,"Friday, February 20, 2026"
20260220_TARA SINGH,FEB-2026,202602,20260220,Tara Singh,6,6,188426,188426,0,0,"Friday, February 20, 2026"
20260220_LISA WONG,FEB-2026,202602,20260220,Lisa Wong,6,5,204791,161583,1,43208,"Friday, February 20, 2026"
20260220_MARCUS LEE,FEB-2026,202602,20260220,Marcus Lee,2,1,97508,45356,1,52152,"Friday, February 20, 2026"
20260220_SOFIA CRUZ,FEB-2026,202602,20260220,Sofia Cruz,2,2,82993,82993,0,0,"Friday, February 20, 2026"
20260220_ALEXANDER DAGEN,FEB-2026,202602,20260220,Alexander Dagen,4,4,152894,152894,0,0,"Friday, February 20, 2026"
20260220_VICTOR CHEN,FEB-2026,202602,20260220,Victor Chen,1,1,58795,58795,0,0,"Friday, February 20, 2026"
20260223_EVAN BAKER,FEB-2026,202602,20260223,Evan Baker,1,1,22267,22267,0,0,"Monday, February 23, 2026"
20260223_JAY HARRIS,FEB-2026,202602,20260223,Jay Harris,0,0,0,0,0,0,"Monday, February 23, 2026"
20260223_JENNA MARKS,FEB-2026,202602,20260223,Jenna Marks,3,3,128766,128766,0,0,"Monday, February 23, 2026"
20260223_NADDIA BAZAR,FEB-2026,202602,20260223,Naddia Bazar,6,5,173980,161789,1,12191,"Monday, February 23, 2026"
20260223_TARA SINGH,FEB-2026,202602,20260223,Tara Singh,1,1,64743,64743,0,0,"Monday, February 23, 2026"
20260223_LISA WONG,FEB-2026,202602,20260223,Lisa Wong,2,2,76133,76133,0,0,"Monday, February 23, 2026"
20260223_MARCUS LEE,FEB-2026,202602,20260223,Marcus Lee,2,2,73130,73130,0,0,"Monday, February 23, 2026"
20260223_SOFIA CRUZ,FEB-2026,202602,20260223,Sofia Cruz,3,3,82122,82122,0,0,"Monday, February 23, 2026"
20260223_ALEXANDER DAGEN,FEB-2026,202602,20260223,Alexander Dagen,3,3,102514,102514,0,0,"Monday, February 23, 2026"
20260223_VICTOR CHEN,FEB-2026,202602,20260223,Victor Chen,2,1,65159,57020,1,8139,"Monday, February 23, 2026"
20260224_EVAN BAKER,FEB-2026,202602,20260224,Evan Baker,2,2,28608,28608,0,0,"Tuesday, February 24, 2026"
20260224_JAY HARRIS,FEB-2026,202602,20260224,Jay Harris,3,3,73500,73500,0,0,"Tuesday, February 24, 2026"
20260224_JENNA MARKS,FEB-2026,202602,20260224,Jenna Marks,2,2,49889,49889,0,0,"Tuesday, February 24, 2026"
20260224_NADDIA BAZAR,FEB-2026,202602,20260224,Naddia Bazar,4,3,139501,127409,1,12092,"Tuesday, February 24, 2026"
20260224_TARA SINGH,FEB-2026,202602,20260224,Tara Singh,3,3,81590,81590,0,0,"Tuesday, February 24, 2026"
20260224_LISA WONG,FEB-2026,202602,20260224,Lisa Wong,2,2,62425,62425,0,0,"Tuesday, February 24, 2026"
20260224_MARCUS LEE,FEB-2026,202602,20260224,Marcus Lee,0,0,0,0,0,0,"Tuesday, February 24, 2026"
20260224_SOFIA CRUZ,FEB-2026,202602,20260224,Sofia Cruz,6,6,258574,258574,0,0,"Tuesday, February 24, 2026"
20260224_ALEXANDER DAGEN,FEB-2026,202602,20260224,Alexander Dagen,3,3,133175,133175,0,0,"Tuesday, February 24, 2026"
20260224_VICTOR CHEN,FEB-2026,202602,20260224,Victor Chen,2,2,64378,64378,0,0,"Tuesday, February 24, 2026"
20260225_EVAN BAKER,FEB-2026,202602,20260225,Evan Baker,4,4,155795,155795,0,0,"Wednesday, February 25, 2026"
20260225_JAY HARRIS,FEB-2026,202602,20260225,Jay Harris,4,4,109042,109042,0,0,"Wednesday, February 25, 2026"
20260225_JENNA MARKS,FEB-2026,202602,20260225,Jenna Marks,2,2,48902,48902,0,0,"Wednesday, February 25, 2026"
20260225_NADDIA BAZAR,FEB-2026,202602,20260225,Naddia Bazar,0,0,0,0,0,0,"Wednesday, February 25, 2026"
20260225_TARA SINGH,FEB-2026,202602,20260225,Tara Singh,4,3,170018,151071,1,18947,"Wednesday, February 25, 2026"
20260225_LISA WONG,FEB-2026,202602,20260225,Lisa Wong,3,2,141096,82613,1,58483,"Wednesday, February 25, 2026"
20260225_MARCUS LEE,FEB-2026,202602,20260225,Marcus Lee,4,4,152952,152952,0,0,"Wednesday, February 25, 2026"
20260225_SOFIA CRUZ,FEB-2026,202602,20260225,Sofia Cruz,3,3,59701,59701,0,0,"Wednesday, February 25, 2026"
20260225_ALEXANDER DAGEN,FEB-2026,202602,20260225,Alexander Dagen,3,3,121383,121383,0,0,"Wednesday, February 25, 2026"
20260225_VICTOR CHEN,FEB-2026,202602,20260225,Victor Chen,2,2,89244,89244,0,0,"Wednesday, February 25, 2026"
20260226_EVAN BAKER,FEB-2026,202602,20260226,Evan Baker,4,4,103917,103917,0,0,"Thursday, February 26, 2026"
20260226_JAY HARRIS,FEB-2026,202602,20260226,Jay Harris,2,1,101696,51985,1,49711,"Thursday, February 26, 2026"
20260226_JENNA MARKS,FEB-2026,202602,20260226,Jenna Marks,2,2,101635,101635,0,0,"Thursday, February 26, 2026"
20260226_NADDIA BAZAR,FEB-2026,202602,20260226,Naddia Bazar,4,3,162238,134282,1,27956,"Thursday, February 26, 2026"
20260226_TARA SINGH,FEB-2026,202602,20260226,Tara Singh,2,1,97816,52957,1,44859,"Thursday, February 26, 2026"
20260226_LISA WONG,FEB-2026,202602,20260226,Lisa Wong,2,2,77635,77635,0,0,"Thursday, February 26, 2026"
20260226_MARCUS LEE,FEB-2026,202602,20260226,Marcus Lee,1,1,12932,12932,0,0,"Thursday, February 26, 2026"
20260226_SOFIA CRUZ,FEB-2026,202602,20260226,Sofia Cruz,4,4,147330,147330,0,0,"Thursday, February 26, 2026"
20260226_ALEXANDER DAGEN,FEB-2026,202602,20260226,Alexander Dagen,4,4,141564,141564,0,0,"Thursday, February 26, 2026"
20260226_VICTOR CHEN,FEB-2026,202602,20260226,Victor Chen,1,1,27199,27199,0,0,"Thursday, February 26, 2026"
20260227_EVAN BAKER,FEB-2026,202602,20260227,Evan Baker,1,0,28711,0,1,28711,"Friday, February 27, 2026"
20260227_JAY HARRIS,FEB-2026,202602,20260227,Jay Harris,1,1,49943,49943,0,0,"Friday, February 27, 2026"
20260227_JENNA MARKS,FEB-2026,202602,20260227,Jenna Marks,2,2,29257,29257,0,0,"Friday, February 27, 2026"
20260227_NADDIA BAZAR,FEB-2026,202602,20260227,Naddia Bazar,4,3,66713,54702,1,12011,"Friday, February 27, 2026"
20260227_TARA SINGH,FEB-2026,202602,20260227,Tara Singh,2,1,64596,42084,1,22512,"Friday, February 27, 2026"
20260227_LISA WONG,FEB-2026,202602,20260227,Lisa Wong,3,2,156533,95810,1,60723,"Friday, February 27, 2026"
20260227_MARCUS LEE,FEB-2026,202602,20260227,Marcus Lee,1,1,62618,62618,0,0,"Friday, February 27, 2026"
20260227_SOFIA CRUZ,FEB-2026,202602,20260227,Sofia Cruz,4,3,82543,59040,1,23503,"Friday, February 27, 2026"
20260227_ALEXANDER DAGEN,FEB-2026,202602,20260227,Alexander Dagen,4,4,213517,213517,0,0,"Friday, February 27, 2026"
20260227_VICTOR CHEN,FEB-2026,202602,20260227,Victor Chen,5,5,216438,216438,0,0,"Friday, February 27, 2026"
20260302_EVAN BAKER,MAR-2026,202603,20260302,Evan Baker,0,0,0,0,0,0,"Monday, March 02, 2026"
20260302_JAY HARRIS,MAR-2026,202603,20260302,Jay Harris,1,1,27280,27280,0,0,"Monday, March 02, 2026"
20260302_JENNA MARKS,MAR-2026,202603,20260302,Jenna Marks,0,0,0,0,0,0,"Monday, March 02, 2026"
20260302_NADDIA BAZAR,MAR-2026,202603,20260302,Naddia Bazar,3,3,91512,91512,0,0,"Monday, March 02, 2026"
20260302_TARA SINGH,MAR-2026,202603,20260302,Tara Singh,2,1,42691,32403,1,10288,"Monday, March 02, 2026"
20260302_LISA WONG,MAR-2026,202603,20260302,Lisa Wong,4,3,115442,99390,1,16052,"Monday, March 02, 2026"
20260302_MARCUS LEE,MAR-2026,202603,20260302,Marcus Lee,1,1,30475,30475,0,0,"Monday, March 02, 2026"
20260302_SOFIA CRUZ,MAR-2026,202603,20260302,Sofia Cruz,5,5,181538,181538,0,0,"Monday, March 02, 2026"
20260302_ALEXANDER DAGEN,MAR-2026,202603,20260302,Alexander Dagen,6,6,171688,171688,0,0,"Monday, March 02, 2026"
20260302_VICTOR CHEN,MAR-2026,202603,20260302,Victor Chen,5,5,173794,173794,0,0,"Monday, March 02, 2026"
20260303_EVAN BAKER,MAR-2026,202603,20260303,Evan Baker,2,2,106619,106619,0,0,"Tuesday, March 03, 2026"
20260303_JAY HARRIS,MAR-2026,202603,20260303,Jay Harris,3,3,112554,112554,0,0,"Tuesday, March 03, 2026"
20260303_JENNA MARKS,MAR-2026,202603,20260303,Jenna Marks,2,1,92247,29824,1,62423,"Tuesday, March 03, 2026"
20260303_NADDIA BAZAR,MAR-2026,202603,20260303,Naddia Bazar,4,3,139696,92641,1,47055,"Tuesday, March 03, 2026"
20260303_TARA SINGH,MAR-2026,202603,20260303,Tara Singh,7,7,329205,329205,0,0,"Tuesday, March 03, 2026"
20260303_LISA WONG,MAR-2026,202603,20260303,Lisa Wong,2,2,68563,68563,0,0,"Tuesday, March 03, 2026"
20260303_MARCUS LEE,MAR-2026,202603,20260303,Marcus Lee,1,1,19204,19204,0,0,"Tuesday, March 03, 2026"
20260303_SOFIA CRUZ,MAR-2026,202603,20260303,Sofia Cruz,3,3,121634,121634,0,0,"Tuesday, March 03, 2026"
20260303_ALEXANDER DAGEN,MAR-2026,202603,20260303,Alexander Dagen,3,2,110456,73055,1,37401,"Tuesday, March 03, 2026"
20260303_VICTOR CHEN,MAR-2026,202603,20260303,Victor Chen,4,3,129174,81900,1,47274,"Tuesday, March 03, 2026"
20260304_EVAN BAKER,MAR-2026,202603,20260304,Evan Baker,3,3,81991,81991,0,0,"Wednesday, March 04, 2026"
20260304_JAY HARRIS,MAR-2026,202603,20260304,Jay Harris,3,3,142580,142580,0,0,"Wednesday, March 04, 2026"
20260304_JENNA MARKS,MAR-2026,202603,20260304,Jenna Marks,1,1,60807,60807,0,0,"Wednesday, March 04, 2026"
20260304_NADDIA BAZAR,MAR-2026,202603,20260304,Naddia Bazar,5,5,183902,183902,0,0,"Wednesday, March 04, 2026"
20260304_TARA SINGH,MAR-2026,202603,20260304,Tara Singh,4,3,191358,131748,1,59610,"Wednesday, March 04, 2026"
20260304_LISA WONG,MAR-2026,202603,20260304,Lisa Wong,4,4,181887,181887,0,0,"Wednesday, March 04, 2026"
20260304_MARCUS LEE,MAR-2026,202603,20260304,Marcus Lee,5,4,154738,133874,1,20864,"Wednesday, March 04, 2026"
20260304_SOFIA CRUZ,MAR-2026,202603,20260304,Sofia Cruz,6,6,229225,229225,0,0,"Wednesday, March 04, 2026"
20260304_ALEXANDER DAGEN,MAR-2026,202603,20260304,Alexander Dagen,4,4,169285,169285,0,0,"Wednesday, March 04, 2026"
20260304_VICTOR CHEN,MAR-2026,202603,20260304,Victor Chen,1,1,56647,56647,0,0,"Wednesday, March 04, 2026"
20260305_EVAN BAKER,MAR-2026,202603,20260305,Evan Baker,4,4,182765,182765,0,0,"Thursday, March 05, 2026"
20260305_JAY HARRIS,MAR-2026,202603,20260305,Jay Harris,4,3,129614,99237,1,30377,"Thursday, March 05, 2026"
20260305_JENNA MARKS,MAR-2026,202603,20260305,Jenna Marks,2,2,86468,86468,0,0,"Thursday, March 05, 2026"
20260305_NADDIA BAZAR,MAR-2026,202603,20260305,Naddia Bazar,4,4,103982,103982,0,0,"Thursday, March 05, 2026"
20260305_TARA SINGH,MAR-2026,202603,20260305,Tara Singh,5,5,220776,220776,0,0,"Thursday, March 05, 2026"
20260305_LISA WONG,MAR-2026,202603,20260305,Lisa Wong,4,4,199346,199346,0,0,"Thursday, March 05, 2026"
20260305_MARCUS LEE,MAR-2026,202603,20260305,Marcus Lee,0,0,0,0,0,0,"Thursday, March 05, 2026"
20260305_SOFIA CRUZ,MAR-2026,202603,20260305,Sofia Cruz,3,3,156653,156653,0,0,"Thursday, March 05, 2026"
20260305_ALEXANDER DAGEN,MAR-2026,202603,20260305,Alexander Dagen,3,3,124927,124927,0,0,"Thursday, March 05, 2026"
20260305_VICTOR CHEN,MAR-2026,202603,20260305,Victor Chen,2,2,75235,75235,0,0,"Thursday, March 05, 2026"
20260306_EVAN BAKER,MAR-2026,202603,20260306,Evan Baker,0,0,0,0,0,0,"Friday, March 06, 2026"
20260306_JAY HARRIS,MAR-2026,202603,20260306,Jay Harris,0,0,0,0,0,0,"Friday, March 06, 2026"
20260306_JENNA MARKS,MAR-2026,202603,20260306,Jenna Marks,4,4,218645,218645,0,0,"Friday, March 06, 2026"
20260306_NADDIA BAZAR,MAR-2026,202603,20260306,Naddia Bazar,1,1,13370,13370,0,0,"Friday, March 06, 2026"
20260306_TARA SINGH,MAR-2026,202603,20260306,Tara Singh,6,6,233807,233807,0,0,"Friday, March 06, 2026"
20260306_LISA WONG,MAR-2026,202603,20260306,Lisa Wong,2,2,84579,84579,0,0,"Friday, March 06, 2026"
20260306_MARCUS LEE,MAR-2026,202603,20260306,Marcus Lee,3,3,87364,87364,0,0,"Friday, March 06, 2026"
20260306_SOFIA CRUZ,MAR-2026,202603,20260306,Sofia Cruz,6,5,206679,144870,1,61809,"Friday, March 06, 2026"
20260306_ALEXANDER DAGEN,MAR-2026,202603,20260306,Alexander Dagen,1,1,32274,32274,0,0,"Friday, March 06, 2026"
20260306_VICTOR CHEN,MAR-2026,202603,20260306,Victor Chen,3,3,102921,102921,0,0,"Friday, March 06, 2026"
20260309_EVAN BAKER,MAR-2026,202603,20260309,Evan Baker,1,1,51056,51056,0,0,"Monday, March 09, 2026"
20260309_JAY HARRIS,MAR-2026,202603,20260309,Jay Harris,3,3,88875,88875,0,0,"Monday, March 09, 2026"
20260309_JENNA MARKS,MAR-2026,202603,20260309,Jenna Marks,5,5,213472,213472,0,0,"Monday, March 09, 2026"
20260309_NADDIA BAZAR,MAR-2026,202603,20260309,Naddia Bazar,4,4,175864,175864,0,0,"Monday, March 09, 2026"
20260309_TARA SINGH,MAR-2026,202603,20260309,Tara Singh,3,2,94711,58754,1,35957,"Monday, March 09, 2026"
20260309_LISA WONG,MAR-2026,202603,20260309,Lisa Wong,2,2,107133,107133,0,0,"Monday, March 09, 2026"
20260309_MARCUS LEE,MAR-2026,202603,20260309,Marcus Lee,3,3,77828,77828,0,0,"Monday, March 09, 2026"
20260309_SOFIA CRUZ,MAR-2026,202603,20260309,Sofia Cruz,5,5,159060,159060,0,0,"Monday, March 09, 2026"
20260309_ALEXANDER DAGEN,MAR-2026,202603,20260309,Alexander Dagen,5,4,211858,157701,1,54157,"Monday, March 09, 2026"
20260309_VICTOR CHEN,MAR-2026,202603,20260309,Victor Chen,4,3,174138,137945,1,36193,"Monday, March 09, 2026"
20260310_EVAN BAKER,MAR-2026,202603,20260310,Evan Baker,1,1,61766,61766,0,0,"Tuesday, March 10, 2026"
20260310_JAY HARRIS,MAR-2026,202603,20260310,Jay Harris,0,0,0,0,0,0,"Tuesday, March 10, 2026"
20260310_JENNA MARKS,MAR-2026,202603,20260310,Jenna Marks,0,0,0,0,0,0,"Tuesday, March 10, 2026"
20260310_NADDIA BAZAR,MAR-2026,202603,20260310,Naddia Bazar,3,3,73998,73998,0,0,"Tuesday, March 10, 2026"
20260310_TARA SINGH,MAR-2026,202603,20260310,Tara Singh,5,4,216359,178414,1,37945,"Tuesday, March 10, 2026"
20260310_LISA WONG,MAR-2026,202603,20260310,Lisa Wong,2,1,93041,58181,1,34860,"Tuesday, March 10, 2026"
20260310_MARCUS LEE,MAR-2026,202603,20260310,Marcus Lee,2,2,73404,73404,0,0,"Tuesday, March 10, 2026"
20260310_SOFIA CRUZ,MAR-2026,202603,20260310,Sofia Cruz,5,5,179362,179362,0,0,"Tuesday, March 10, 2026"
20260310_ALEXANDER DAGEN,MAR-2026,202603,20260310,Alexander Dagen,4,3,125113,99707,1,25406,"Tuesday, March 10, 2026"
20260310_VICTOR CHEN,MAR-2026,202603,20260310,Victor Chen,4,3,119114,97090,1,22024,"Tuesday, March 10, 2026"
20260311_EVAN BAKER,MAR-2026,202603,20260311,Evan Baker,4,4,134882,134882,0,0,"Wednesday, March 11, 2026"
20260311_JAY HARRIS,MAR-2026,202603,20260311,Jay Harris,4,3,174606,114355,1,60251,"Wednesday, March 11, 2026"
20260311_JENNA MARKS,MAR-2026,202603,20260311,Jenna Marks,2,2,100277,100277,0,0,"Wednesday, March 11, 2026"
20260311_NADDIA BAZAR,MAR-2026,202603,20260311,Naddia Bazar,6,6,220953,220953,0,0,"Wednesday, March 11, 2026"
20260311_TARA SINGH,MAR-2026,202603,20260311,Tara Singh,2,2,81800,81800,0,0,"Wednesday, March 11, 2026"
20260311_LISA WONG,MAR-2026,202603,20260311,Lisa Wong,5,4,155614,134734,1,20880,"Wednesday, March 11, 2026"
20260311_MARCUS LEE,MAR-2026,202603,20260311,Marcus Lee,3,3,146931,146931,0,0,"Wednesday, March 11, 2026"
20260311_SOFIA CRUZ,MAR-2026,202603,20260311,Sofia Cruz,2,2,42958,42958,0,0,"Wednesday, March 11, 2026"
20260311_ALEXANDER DAGEN,MAR-2026,202603,20260311,Alexander Dagen,3,3,135903,135903,0,0,"Wednesday, March 11, 2026"
20260311_VICTOR CHEN,MAR-2026,202603,20260311,Victor Chen,0,0,0,0,0,0,"Wednesday, March 11, 2026"
20260312_EVAN BAKER,MAR-2026,202603,20260312,Evan Baker,4,3,110644,73186,1,37458,"Thursday, March 12, 2026"
20260312_JAY HARRIS,MAR-2026,202603,20260312,Jay Harris,1,0,47652,0,1,47652,"Thursday, March 12, 2026"
20260312_JENNA MARKS,MAR-2026,202603,20260312,Jenna Marks,3,3,89621,89621,0,0,"Thursday, March 12, 2026"
20260312_NADDIA BAZAR,MAR-2026,202603,20260312,Naddia Bazar,6,5,138835,90779,1,48056,"Thursday, March 12, 2026"
20260312_TARA SINGH,MAR-2026,202603,20260312,Tara Singh,3,2,113730,104441,1,9289,"Thursday, March 12, 2026"
20260312_LISA WONG,MAR-2026,202603,20260312,Lisa Wong,3,3,80258,80258,0,0,"Thursday, March 12, 2026"
20260312_MARCUS LEE,MAR-2026,202603,20260312,Marcus Lee,2,1,61311,48378,1,12933,"Thursday, March 12, 2026"
20260312_SOFIA CRUZ,MAR-2026,202603,20260312,Sofia Cruz,6,6,194603,194603,0,0,"Thursday, March 12, 2026"
20260312_ALEXANDER DAGEN,MAR-2026,202603,20260312,Alexander Dagen,6,6,168316,168316,0,0,"Thursday, March 12, 2026"
20260312_VICTOR CHEN,MAR-2026,202603,20260312,Victor Chen,2,2,75498,75498,0,0,"Thursday, March 12, 2026"
20260313_EVAN BAKER,MAR-2026,202603,20260313,Evan Baker,4,2,118425,47574,2,70851,"Friday, March 13, 2026"
20260313_JAY HARRIS,MAR-2026,202603,20260313,Jay Harris,3,3,108979,108979,0,0,"Friday, March 13, 2026"
20260313_JENNA MARKS,MAR-2026,202603,20260313,Jenna Marks,2,2,106896,106896,0,0,"Friday, March 13, 2026"
20260313_NADDIA BAZAR,MAR-2026,202603,20260313,Naddia Bazar,4,4,152730,152730,0,0,"Friday, March 13, 2026"
20260313_TARA SINGH,MAR-2026,202603,20260313,Tara Singh,5,4,152621,143814,1,8807,"Friday, March 13, 2026"
20260313_LISA WONG,MAR-2026,202603,20260313,Lisa Wong,3,3,79013,79013,0,0,"Friday, March 13, 2026"
20260313_MARCUS LEE,MAR-2026,202603,20260313,Marcus Lee,3,3,111038,111038,0,0,"Friday, March 13, 2026"
20260313_SOFIA CRUZ,MAR-2026,202603,20260313,Sofia Cruz,5,4,180543,164682,1,15861,"Friday, March 13, 2026"
20260313_ALEXANDER DAGEN,MAR-2026,202603,20260313,Alexander Dagen,4,4,127151,127151,0,0,"Friday, March 13, 2026"
20260313_VICTOR CHEN,MAR-2026,202603,20260313,Victor Chen,4,4,114866,114866,0,0,"Friday, March 13, 2026"
20260316_EVAN BAKER,MAR-2026,202603,20260316,Evan Baker,5,4,99280,81829,1,17451,"Monday, March 16, 2026"
20260316_JAY HARRIS,MAR-2026,202603,20260316,Jay Harris,0,0,0,0,0,0,"Monday, March 16, 2026"
20260316_JENNA MARKS,MAR-2026,202603,20260316,Jenna Marks,3,3,154386,154386,0,0,"Monday, March 16, 2026"
